n_departement,type_equipement_ou_lieu,fonction_1
21,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
21,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
21,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
21,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
99,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
976,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
976,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
99,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
99,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
99,Bibliothèque,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
06,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
22,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
57,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
58,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
59,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
60,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
67,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
86,Centre d'art,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
13,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
38,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
31,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
59,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
03,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
21,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
31,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
34,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
54,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
93,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
974,Centre de création artistique,Création
22,Bibliothèque,Diffusion
27,Monument,Préservation
01,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
01,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
01,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
02,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
02,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
02,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
02,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
02,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
03,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
04,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
05,Cinéma,Diffusion
22,Bibliothèque,Diffusion
27,Monument,Préservation
06,Cinéma,Diffusion
22,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
22,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
22,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
07,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
07,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
07,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
08,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
09,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
09,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
09,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
10,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
11,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
11,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
12,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
12,Cinéma,Diffusion
23,Bibliothèque,Diffusion
19,Monument,Préservation
12,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
13,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
14,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
16,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
16,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
16,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
16,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
16,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
17,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
18,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
18,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
19,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
19,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
21,Cinéma,Diffusion
24,Bibliothèque,Diffusion
19,Monument,Préservation
21,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
21,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
21,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
21,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
22,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
22,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
22,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
22,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
22,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
06,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
24,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
25,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
25,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
25,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
26,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
26,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
26,Cinéma,Diffusion
25,Bibliothèque,Diffusion
19,Monument,Préservation
27,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
27,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
27,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
27,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
27,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
28,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
2A,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
2A,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
30,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
30,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
30,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
25,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
31,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
32,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
29,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
33,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
26,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
34,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
23,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
35,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
36,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
36,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
36,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
37,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
37,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
37,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
37,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
31,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
27,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
38,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
39,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
39,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
40,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
41,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
41,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
42,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
42,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
42,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
42,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
42,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
43,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
28,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
29,Bibliothèque,Diffusion
87,Monument,Préservation
44,Cinéma,Diffusion
29,Bibliothèque,Diffusion
87,Monument,Préservation
03,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
04,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
05,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
06,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
10,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
11,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
11,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
12,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
12,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
13,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
14,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
14,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
16,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
17,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
19,Service d'archives,Préservation
29,Bibliothèque,Diffusion
87,Monument,Préservation
21,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
21,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
24,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
24,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
26,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
27,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
28,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
29,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
29,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
29,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
30,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
30,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
31,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
31,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
31,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
33,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
33,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
33,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
33,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
33,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
34,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
36,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
38,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
38,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
38,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
38,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
39,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
40,Service d'archives,Préservation
29,Bibliothèque,Diffusion
76,Monument,Préservation
40,Service d'archives,Préservation
2A,Bibliothèque,Diffusion
76,Monument,Préservation
41,Service d'archives,Préservation
2A,Bibliothèque,Diffusion
76,Monument,Préservation
42,Service d'archives,Préservation
2B,Bibliothèque,Diffusion
76,Monument,Préservation
42,Service d'archives,Préservation
2B,Bibliothèque,Diffusion
76,Monument,Préservation
42,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
43,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
43,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
44,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
44,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
44,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
48,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
48,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
49,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
49,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
49,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
52,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
54,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
54,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
56,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
57,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
57,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
59,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
59,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
59,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
59,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
60,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
62,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
62,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
64,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
64,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
68,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
68,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
68,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
68,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
68,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
69,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
70,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
74,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
76,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
76,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
76,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
76,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
76,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
77,Service d'archives,Préservation
30,Bibliothèque,Diffusion
76,Monument,Préservation
77,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
77,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
78,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
78,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
78,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
78,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
80,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
80,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
81,Service d'archives,Préservation
31,Bibliothèque,Diffusion
76,Monument,Préservation
83,Service d'archives,Préservation
31,Bibliothèque,Diffusion
90,Monument,Préservation
83,Service d'archives,Préservation
31,Bibliothèque,Diffusion
90,Monument,Préservation
83,Service d'archives,Préservation
